SKU,Title,Description,WebDisplay,Product URL,Image URL,price,List Price,Manufacturer,ManufactModel,UPC,Promo Text,Availability,Condition,,
DISAMTB6PART,Diadora Saturn MTB Shoe,"Diadora Saturn MTB Shoe '06.  FITTING: ERGONOMIC FIT®.
INSOLE: fixed, E.V.A.lined.
HEEL: anatomic, CLOSE FITTING inner cup in Polytech®.
UPPER: in Suprell Pu and resistent material.Tongue in Neoprene.
CLOSURE: two velcro bands.
OUTSOLE: sole tread in",Bicycles > Mountain Shoes,DISAMTB6PART/nt,http://www.bicyclebuys.com/productimages/DISAMTB6PART.jpg,49.99,80,Diadora,,,Free Shipping On Orders Over $150.00,Yes,New,,"Diadora Saturn MTB Shoe '06.  FITTING: ERGONOMIC FIT®.
INSOLE: fixed, E.V.A.lined.
HEEL: anatomic, CLOSE FITTING inner cup in Polytech®.
UPPER: in Suprell Pu and resistent material.Tongue in Neoprene.
CLOSURE: two velcro bands.
OUTSOLE: sole tread in"
MAST9PART,Marin Stinson '09,"Marin Stinson '09 is made for casual travel for fitness or fun. With lightweight aluminum frame this comfort bike make getting fit fun. Comfort comes from smooth riding suspension forks and comfortable saddle, coupled with the high-rise adjustable handeba",Bicycles > Sport Comfort Bikes,MAST9PART/nt,http://www.bicyclebuys.com/productimages/MAST8PART.jpg,399.99,485,Marin,,,Free Shipping On Orders Over $150.00,Yes,New,,"Marin Stinson '09 is made for casual travel for fitness or fun. With lightweight aluminum frame this comfort bike make getting fit fun. Comfort comes from smooth riding suspension forks and comfortable saddle, coupled with the high-rise adjustable handeba"
0771023PART,Bellwether O2 Short,"Bellwether O2 Short. Premium fit and performance  in this modifed 6-panel short designed for all cycling levels. Durable, silky smooth PS3000 nylon/lycra is unsurpassed in its stretch and recovery abilities.",Bicycles > Cycle Shorts,0771023PART/nt,http://www.bicyclebuys.com/productimages/0771023PART.jpg,31.99,40,Bellwether,,797662113574,Free Shipping On Orders Over $150.00,Yes,New,,"Bellwether O2 Short. Premium fit and performance  in this modifed 6-panel short designed for all cycling levels. Durable, silky smooth PS3000 nylon/lycra is unsurpassed in its stretch and recovery abilities."
0771024PART,Bellwether Criterium Pro Short,"Bellwether Criterium Pro Short is the perfect short for all cycling levels. The Criterium Pro is great from short forays to long hours in the saddle. Outstanding performance and value in this modified 6-panel short. Durable, silky smooth PS3000 nylon/lycr",Bicycles > Cycle Shorts,0771024PART/nt,http://www.bicyclebuys.com/productimages/0771024PART.jpg,44.99,55,Bellwether,,,Free Shipping On Orders Over $150.00,Yes,New,,"Bellwether Criterium Pro Short is the perfect short for all cycling levels. The Criterium Pro is great from short forays to long hours in the saddle. Outstanding performance and value in this modified 6-panel short. Durable, silky smooth PS3000 nylon/lycr"
0771025PART,Bellwether Women's O2 Short,"Bellwether O2 Short. Premium fit and performance  in this modifed 6-panel short designed for all cycling levels. Durable, silky smooth PS3000 nylon/lycra is unsurpassed in its stretch and recovery abilities.",Bicycles > Cycle Shorts,0771025PART/nt,http://www.bicyclebuys.com/productimages/0771025PART.jpg,32.99,40,Bellwether,,,Free Shipping On Orders Over $150.00,Yes,New,,"Bellwether O2 Short. Premium fit and performance  in this modifed 6-panel short designed for all cycling levels. Durable, silky smooth PS3000 nylon/lycra is unsurpassed in its stretch and recovery abilities."
0771026PART,Bellwether Women's Criterium Pro Short,"Bellwether Criterium Pro Short is the perfect short for all cycling levels. The Criterium Pro is great from short forays to long hours in the saddle. Outstanding performance and value in this modified 6-panel short. Durable, silky smooth PS3000 nylon/lycr",Bicycles > Cycle Shorts,0771026PART/nt,http://www.bicyclebuys.com/productimages/0771026PART.jpg,39.99,55,Bellwether,,,Free Shipping On Orders Over $150.00,Yes,New,,"Bellwether Criterium Pro Short is the perfect short for all cycling levels. The Criterium Pro is great from short forays to long hours in the saddle. Outstanding performance and value in this modified 6-panel short. Durable, silky smooth PS3000 nylon/lycr"
0921671,BikeHard CarboLite Carbon Seatpost 27.2,"BikeHard CarboLite Carbon Seatpost. Lightweight Seatpost with a Alloy head. Single bolt clamping for easy micro adjustment. 270mm Length provides the optimum length for most road bikes while reducing weight. Fits standard 27.2 diameter frames. Extremely l",Bicycles > Seatposts,0921671/nt,http://www.bicyclebuys.com/productimages/0921671.jpg,54.99,75,BikeHard,,,Free Shipping On Orders Over $150.00,Yes,New,,"BikeHard CarboLite Carbon Seatpost. Lightweight Seatpost with a Alloy head. Single bolt clamping for easy micro adjustment. 270mm Length provides the optimum length for most road bikes while reducing weight. Fits standard 27.2 diameter frames. Extremely l"
1630366,BikeHard CarboLite Carbon Road Fork,"BikeHard CarboLite Carbon Road Fork 700c.  Made of high modulus carbon with a high gloss Carbon Weave Finish.  Aluminum  300mm Length 1 1/8 diameter steerer stube.  Modified rake (43') for a responsive handling.  Wide Fork blades provide a greater latera",Bicycles > Forks / Suspension Shocks,1630366/nt,http://www.bicyclebuys.com/productimages/1630366.jpg,99.99,200,BikeHard,,,Free Shipping On Orders Over $150.00,Yes,New,,"BikeHard CarboLite Carbon Road Fork 700c.  Made of high modulus carbon with a high gloss Carbon Weave Finish.  Aluminum  300mm Length 1 1/8 diameter steerer stube.  Modified rake (43') for a responsive handling.  Wide Fork blades provide a greater latera"
0104678PART,VDO Cycle Computer Clip Magnet (Round/Bladed Spokes),"VDO clip magnet for round spokes",Bicycles > Cycle Computers,0104678PART/nt,http://www.bicyclebuys.com/productimages/0104672-B.jpg,6.99,0,VDO,,4037438044128,Free Shipping On Orders Over $150.00,Yes,New,,"VDO clip magnet for round spokes"
0721193PART,Cannondale Surpass Gloves,"Cannondale Surpass Gloves Features:  Sonic Stretch fabric (back).  Pittard's Pergoia Leather (palm).  Silicone grip accents on palm.  Terry wipe surface.  Reflective accents.",Bicycles > Cycling Gloves,0721193PART/nt,http://www.bicyclebuys.com/productimages/0721193PART.jpg,29.99,35,Cannondale,,,Free Shipping On Orders Over $150.00,Yes,New,,"Cannondale Surpass Gloves Features:  Sonic Stretch fabric (back).  Pittard's Pergoia Leather (palm).  Silicone grip accents on palm.  Terry wipe surface.  Reflective accents."
0721194PART,Cannondale Gel Gloves,"Cannondale Gel Gloves have Mesh fabric in the back and a Synthetic Leather palm.  Gel palm inserts in high pressure points.  Embossed neoprene wrist.  Terry wipe surface.  Reflective accents.    Get the comfort you need with this excellent glove.",Bicycles > Cycling Gloves,0721194PART/nt,http://www.bicyclebuys.com/productimages/0721194PART.jpg,25.99,30,Cannondale,,,Free Shipping On Orders Over $150.00,Yes,New,,"Cannondale Gel Gloves have Mesh fabric in the back and a Synthetic Leather palm.  Gel palm inserts in high pressure points.  Embossed neoprene wrist.  Terry wipe surface.  Reflective accents.    Get the comfort you need with this excellent glove."
0780016PART,Cannondale Ride Short,"Cannondale Ride Short offers  performance-oriented fabric with high-compression fit for excellent muscle performance and superb moisture management.",Bicycles > Cycle Shorts,0780016PART/nt,http://www.bicyclebuys.com/productimages/0780016PART.jpg,29.99,40,Cannondale,,,Free Shipping On Orders Over $150.00,Yes,New,,"Cannondale Ride Short offers  performance-oriented fabric with high-compression fit for excellent muscle performance and superb moisture management."
0790041PART,Louis Garneau Venti X-Lite Socks,"The Louis Garneau Venti X-Lite Socks live up to their name.  Lightweight, comfortable socks with Louis Garneau's commitment to extreme foot ventilation.",Bicycles > Cycling Socks,0790041PART/nt,http://www.bicyclebuys.com/productimages/0790041PART.jpg,10.99,15,Louis Garneau,1085031,,Free Shipping On Orders Over $150.00,Yes,New,,"The Louis Garneau Venti X-Lite Socks live up to their name.  Lightweight, comfortable socks with Louis Garneau's commitment to extreme foot ventilation."
0790047PART,Louis Garneau Venti CFS Sock,"Louis Garneau Venti CFS socks have mesh vents in the upper and under foot for added ventilation.  Cushioned zone at the upper foot helps relieve pressure common with power stroke.",Bicycles > Cycling Socks,0790047PART/nt,http://www.bicyclebuys.com/productimages/0790047PART.jpg,10.99,15,Louis Garneau,1085032,,Free Shipping On Orders Over $150.00,Yes,New,,"Louis Garneau Venti CFS socks have mesh vents in the upper and under foot for added ventilation.  Cushioned zone at the upper foot helps relieve pressure common with power stroke."
0790045PART,Louis Garneau Roadster Jersey,"Louis Garneau Roadster Jersey features:  PRO FIT, Micro-Square, 9 inches/23 cm zip, Elastic at hem, 3 back pockets.",Bicycles > Jerseys,0790045PART/nt,http://www.bicyclebuys.com/productimages/0790045PART.jpg,49.99,80,Louis Garneau,,,Free Shipping On Orders Over $150.00,Yes,New,,"Louis Garneau Roadster Jersey features:  PRO FIT, Micro-Square, 9 inches/23 cm zip, Elastic at hem, 3 back pockets."
0790046PART,Louis Garneau Speedster Jersey,"Louis Garneau Speedster Jersey features:  PRO FIT, Micro-Airdry, 9 inches/23 cm invisible zip, Elastic at hem, 3 back pockets.",Bicycles > Jerseys,0790046PART/nt,http://www.bicyclebuys.com/productimages/0790046PART.jpg,49.99,80,Louis Garneau,,,Free Shipping On Orders Over $150.00,Yes,New,,"Louis Garneau Speedster Jersey features:  PRO FIT, Micro-Airdry, 9 inches/23 cm invisible zip, Elastic at hem, 3 back pockets."
0790049PART,Louis Garneau Power Leg Warmers,"TheLouis Garneau Power Leg Warmers not only provide wind protection on a cool day, but the compressive fit helps to facilitate muscles, reduce fatigue, and prevent injury.",Bicycles > Winter Clothing / Accessories,0790049PART/nt,http://www.bicyclebuys.com/productimages/0790049PART.jpg,59.99,70,Louis Garneau,1083042,,Free Shipping On Orders Over $150.00,Yes,New,,"TheLouis Garneau Power Leg Warmers not only provide wind protection on a cool day, but the compressive fit helps to facilitate muscles, reduce fatigue, and prevent injury."
0790050PART,Louis Garneau Power Arm Warmers,"Louis Garneau Power Arm Warmers features:  Lycra power, Ergonomic fit, Reflective logo, Flat lock seams.",Bicycles > Winter Clothing / Accessories,0790050PART/nt,http://www.bicyclebuys.com/productimages/0790050PART.jpg,39.99,50,Louis Garneau,1083043,,Free Shipping On Orders Over $150.00,Yes,New,,"Louis Garneau Power Arm Warmers features:  Lycra power, Ergonomic fit, Reflective logo, Flat lock seams."
0790053PART,Louis Garneau Women's Savana Jersey,"Louis Garneau Savana Jersey features: PRO FIT, Air-Stripe, Micro-airdry inserts, 8 inches/20.5 cm zip, Back pocket with signature zip, Front reflective logo, Back reflective arrows, Flat lock seams.",Bicycles > Jerseys,0790053PART/nt,http://www.bicyclebuys.com/productimages/0790053PART.jpg,59.99,70,Louis Garneau,,,Free Shipping On Orders Over $150.00,Yes,New,,"Louis Garneau Savana Jersey features: PRO FIT, Air-Stripe, Micro-airdry inserts, 8 inches/20.5 cm zip, Back pocket with signature zip, Front reflective logo, Back reflective arrows, Flat lock seams."
0790054PART,Pearl Izumi Women's Attack (Select) Low Sock,"Featuring ultra-soft SELECT-Transfer fabric with Sensura yarns and a completely seamless toe construction, the Pearl Izumi Women's Select Low Sock updates and improves the time-tested Attack model.",Bicycles > Cycling Socks,0790054PART/nt,http://www.bicyclebuys.com/productimages/0790034PART.jpg,5.99,80,Pearl Izumi,,,Free Shipping On Orders Over $150.00,Yes,New,,"Featuring ultra-soft SELECT-Transfer fabric with Sensura yarns and a completely seamless toe construction, the Pearl Izumi Women's Select Low Sock updates and improves the time-tested Attack model."
0790055PART,Louis Garneau MTB Mid Cuff Sock,"The Louis Garneau MTB Mid Cuff Sock is a very well ventilated, comfortable sock for all day riding. economical sock. This economical sock has several features found on more expensive socks.",Bicycles > Cycling Socks,0790055PART/nt,http://www.bicyclebuys.com/productimages/0790055PART.jpg,10.99,12.99,Louis Garneau,,,Free Shipping On Orders Over $150.00,Yes,New,,"The Louis Garneau MTB Mid Cuff Sock is a very well ventilated, comfortable sock for all day riding. economical sock. This economical sock has several features found on more expensive socks."
0790056PART,Pearl Izumi Women's Select Versa Baggy Shorts,"The Pearl Izumi Women's Select Versa Baggy Short '10 is stacked with features such as a removable liner with their 3D Chamois, durable quick drying fabrics and convenient cargo pockets.",Bicycles > Cycle Shorts,0790056PART/nt,http://www.bicyclebuys.com/productimages/0790056PART.jpg,49.99,70,Pearl Izumi,,,Free Shipping On Orders Over $150.00,Yes,New,,"The Pearl Izumi Women's Select Versa Baggy Short '10 is stacked with features such as a removable liner with their 3D Chamois, durable quick drying fabrics and convenient cargo pockets."
0790058PART,Louis Garneau Women's Ergo Sensor Short,"Louis Garneau Women's Ergo Sensor Short has Ergo Sensor fabric which is very soft on the skin and provides a very good moisture transfer rate that will keep you dry and comfortable.",Bicycles > Cycle Shorts,0790058PART/nt,http://www.bicyclebuys.com/productimages/0790058PART.jpg,69.99,80,Louis Garneau,,,Free Shipping On Orders Over $150.00,Yes,New,,"Louis Garneau Women's Ergo Sensor Short has Ergo Sensor fabric which is very soft on the skin and provides a very good moisture transfer rate that will keep you dry and comfortable."
0771027PART,Bellwether Backbone Baggy Short,"Bellwether Backbone Baggy Short has all the design features needed for any epic adventure in the back country. The durable polyester outer shell is lightweight, tough, and quick drying, while our gusseted design removes any unwanted seams underneath the c",Bicycles > Cycle Shorts,0771027PART/nt,http://www.bicyclebuys.com/productimages/0771027PART.jpg,39.99,65,Bellwether,,,Free Shipping On Orders Over $150.00,Yes,New,,"Bellwether Backbone Baggy Short has all the design features needed for any epic adventure in the back country. The durable polyester outer shell is lightweight, tough, and quick drying, while our gusseted design removes any unwanted seams underneath the c"
0710141PART,Cannondale Surpass II Jersey,"Cannondale Surpass II Jersey features:  Sonic stretch fabric,  Silicone gripper along bottom of jersey,  Team Fit,  3 traditional back pockets and an additional easy access side zip pocket,  Reflective accents.",Bicycles > Jerseys,0710141PART/nt,http://www.bicyclebuys.com/productimages/0710141PART.jpg,79.99,100,Cannondale,,,Free Shipping On Orders Over $150.00,Yes,New,,"Cannondale Surpass II Jersey features:  Sonic stretch fabric,  Silicone gripper along bottom of jersey,  Team Fit,  3 traditional back pockets and an additional easy access side zip pocket,  Reflective accents."
